"customerID","gender","tenure","PhoneService","MultipleProducts","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","UsingSocial","SupportMovies","TimeUsingProduct","PaperlessBilling","PaymentMethod","MonthlyCharges","WorkaroundIntensity","IsLeadUser"
"8945-GRKHX","Female",1,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","No","Electronic check",78.65,78.65,"No"
"6959-UWKHF","Male",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",42.9,42.9,"No"
"3815-SLMEF","Female",3,"No","No phone service","DSL","Yes","No","No","Yes","No","No","Month-to-month","No","Mailed check",34.25,139.35,"No"
"5154-VEKBL","Female",9,"No","No phone service","DSL","Yes","No","Yes","Yes","Yes","Yes","Month-to-month","No","Mailed check",58.5,539.85,"No"
"5655-JSMZM","Male",49,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",96.2,4718.25,"No"
"4505-EXZHB","Female",6,"Yes","No","Fiber optic","No","No","Yes","No","No","No","Month-to-month","No","Electronic check",74.4,434.1,"No"
"4587-VVTOX","Female",6,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",105.3,545.2,"No"
"2019-HDCZY","Male",63,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Two year","No","Electronic check",102.6,6296.75,"Yes"
"4652-NNHNY","Male",16,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",73.85,1284.2,"No"
"8788-DOXSU","Male",59,"Yes","No","DSL","No","No","Yes","No","No","Yes","One year","Yes","Bank transfer (automatic)",61.35,3645.5,"Yes"
"8972-HJWNV","Female",7,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",84.55,646.85,"No"
"2632-IVXVF","Female",68,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",111.75,7511.3,"Yes"
"3692-JHONH","Female",52,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","Yes","Electronic check",106.5,5621.85,"Yes"
"8515-OCTJS","Female",25,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",24.75,692.1,"No"
"2860-RANUS","Female",20,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Credit card (automatic)",85.8,1727.5,"No"
"5261-QSHQM","Female",4,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",24.45,86.6,"No"
"8868-WOZGU","Male",28,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",105.7,2979.5,"No"
"1334-FJSVR","Male",1,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",24.25,24.25,"No"
"7625-XCQRH","Female",11,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",76.5,837.95,"No"
"1731-TVIUK","Female",4,"Yes","Yes","Fiber optic","No","Yes","No","Yes","No","Yes","Month-to-month","Yes","Electronic check",93.5,362.2,"No"
"0406-BPDVR","Female",54,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","One year","Yes","Credit card (automatic)",101.5,5373.1,"No"
"0618-XWMSS","Male",28,"Yes","No","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",74.9,2068.55,"No"
"5276-KQWHG","Female",2,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.6,131.65,"No"
"2565-JSLRY","Male",1,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",24.05,24.05,"No"
"6689-KXGBO","Female",1,"Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","No","Electronic check",50.55,50.55,"No"
"6615-NGGZJ","Male",14,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",100.55,1415.55,"No"
"4255-DDUOU","Female",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",20.5,20.5,"No"
"2984-MIIZL","Male",4,"Yes","No","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",74.8,321.9,"No"
"5590-YRFJT","Female",20,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",24.45,482.8,"No"
"4098-NAUKP","Male",68,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","No","Month-to-month","Yes","Electronic check",84.65,5683.6,"Yes"
"1485-YDHMM","Male",52,"Yes","Yes","Fiber optic","No","Yes","No","Yes","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",93.25,4631.7,"Yes"
"3677-TNKIO","Female",14,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",71,914,"No"
"9667-EQRXU","Female",30,"No","No phone service","DSL","No","No","Yes","No","Yes","No","Month-to-month","Yes","Electronic check",40.3,1172.95,"No"
"3329-WDIOK","Female",3,"No","No phone service","DSL","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",50.6,155.35,"No"
"2873-ZLIWT","Female",40,"Yes","Yes","Fiber optic","No","No","Yes","Yes","No","No","Month-to-month","Yes","Electronic check",84.85,3303.05,"No"
"3415-TAILE","Female",2,"Yes","No","DSL","No","No","No","No","Yes","Yes","Month-to-month","No","Mailed check",65.7,134.35,"No"
"1915-IOFGU","Female",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",70.5,70.5,"No"
"3045-XETSH","Female",10,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","Yes","Month-to-month","Yes","Electronic check",94.85,953.45,"No"
"7239-HZZCX","Male",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.75,19.75,"No"
"7683-CBDKJ","Male",14,"Yes","No","DSL","Yes","Yes","No","No","Yes","No","Month-to-month","Yes","Electronic check",65.45,937.6,"No"
"0946-CLJTI","Male",58,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",98.7,5812.6,"No"
"0628-CNQRM","Male",22,"Yes","No","DSL","Yes","No","Yes","Yes","Yes","No","One year","Yes","Bank transfer (automatic)",67.5,1544.05,"No"
"7665-TOALD","Female",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.6,69.6,"No"
"0112-QWPNC","Male",49,"Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","Yes","One year","No","Electronic check",84.35,4059.35,"No"
"0324-BRPCJ","Female",68,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",100.2,6851.65,"No"
"2777-PHDEI","Female",1,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","No","Electronic check",78.05,78.05,"No"
"1196-AMORA","Male",7,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",73.6,520,"No"
"4282-YMKNA","Female",9,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",74.75,706.6,"No"
"5356-RHIPP","Male",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",20.2,20.2,"No"
"9189-JWSHV","Female",24,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",93.55,2264.05,"No"
"2190-PHBHR","Female",72,"Yes","Yes","Fiber optic","Yes","Yes","No","No","No","Yes","Two year","Yes","Credit card (automatic)",94.45,6921.7,"Yes"
"0746-JTRFU","Male",2,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",25.05,56.35,"No"
"6211-WWLTF","Male",63,"Yes","No","Fiber optic","Yes","No","Yes","No","Yes","Yes","Two year","No","Credit card (automatic)",99.7,6330.4,"Yes"
"0576-WNXXC","Male",27,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","Yes","Month-to-month","Yes","Electronic check",95.55,2510.2,"No"
"4628-CTTLA","Male",57,"No","No phone service","DSL","No","Yes","No","No","Yes","No","Month-to-month","Yes","Electronic check",39.3,2111.45,"No"
"2876-VBBBL","Female",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",20.25,20.25,"No"
"6834-NXDCA","Female",13,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",23.9,300.8,"No"
"5597-GLBUC","Female",1,"Yes","No","Fiber optic","No","No","Yes","No","Yes","No","Month-to-month","Yes","Electronic check",85.45,85.45,"No"
"2748-MYRVK","Female",63,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","One year","No","Bank transfer (automatic)",99.9,6137,"No"
"4822-YCXMX","Male",25,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",84.8,2043.45,"No"
"9821-POOTN","Male",35,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",75.2,2576.2,"No"
"6559-ILWKJ","Male",71,"No","No phone service","DSL","No","Yes","No","No","Yes","Yes","Two year","No","Electronic check",49.35,3515.25,"No"
"4229-CZMLL","Male",6,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",74.9,469.8,"No"
"3663-MITLP","Female",15,"Yes","No","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",101.25,1457.25,"No"
"9025-ZRPVR","Male",9,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",18.95,185.6,"No"
"3285-UCQVC","Female",37,"No","No phone service","DSL","No","No","No","Yes","No","No","Month-to-month","No","Credit card (automatic)",28.6,973.55,"No"
"5482-PLVPE","Female",2,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check",24.35,41.85,"No"
"4902-OHLSK","Female",29,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes","Month-to-month","No","Electronic check",98.65,2862.75,"No"
"0495-ZBNGW","Male",5,"Yes","Yes","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",79.9,343.95,"No"
"2357-COQEK","Female",28,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",103.3,2890.65,"No"
"3737-GCSPV","Female",11,"Yes","Yes","Fiber optic","Yes","No","No","Yes","Yes","No","Month-to-month","Yes","Credit card (automatic)",96.2,1222.05,"No"
"4088-YLDSU","Male",55,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","One year","Yes","Electronic check",104.15,5743.05,"No"
"8316-BBQAY","Female",65,"No","No phone service","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",59.95,3921.1,"Yes"
"2034-CGRHZ","Male",24,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",102.95,2496.7,"No"
"5797-APWZC","Female",1,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","No","Electronic check",90.6,90.6,"No"
"3683-QKIUE","Female",6,"Yes","No","DSL","No","No","No","Yes","No","No","Month-to-month","Yes","Bank transfer (automatic)",50.8,288.05,"No"
"4228-ZGYUW","Male",4,"Yes","Yes","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","Yes","Electronic check",90.05,368.1,"No"
"5176-LDKUH","Female",48,"Yes","No","Fiber optic","No","Yes","No","No","No","No","One year","No","Electronic check",75.15,3772.65,"Yes"
"3519-ZKXGG","Female",3,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",75.85,256.6,"No"
"6416-TVAIH","Male",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",68.5,68.5,"No"
"5108-ADXWO","Male",11,"Yes","No","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Electronic check",73.5,791.75,"No"
"3066-RRJIO","Female",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",69.95,69.95,"No"
"6715-OFDBP","Male",5,"Yes","No","DSL","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",70.05,346.4,"No"
"1567-DSCIC","Male",8,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","No","Month-to-month","Yes","Electronic check",94,773.65,"No"
"2150-UWTFY","Female",22,"Yes","No","DSL","Yes","Yes","Yes","No","No","No","Month-to-month","No","Mailed check",61.15,1422.05,"No"
"5153-LXKDT","Male",68,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Two year","Yes","Electronic check",110.2,7467.5,"Yes"
"5161-UBZXI","Male",69,"Yes","No","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",106.35,7261.75,"Yes"
"2683-BPJSO","Male",29,"Yes","Yes","Fiber optic","Yes","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",84.45,2467.1,"No"
"2157-MXBJS","Male",13,"Yes","Yes","DSL","No","No","Yes","No","Yes","Yes","One year","Yes","Mailed check",75.3,989.45,"No"
"9360-AHGNL","Female",43,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","One year","Yes","Mailed check",109.55,4830.25,"No"
"1087-UDSIH","Female",3,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",19.6,59.75,"No"
"5485-WUYWF","Male",2,"Yes","No","DSL","Yes","No","Yes","No","Yes","No","Month-to-month","No","Bank transfer (automatic)",66.4,94.55,"No"
"2632-UCGVD","Male",66,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",100.05,6871.9,"No"
"5445-PZWGX","Male",62,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","No","Yes","One year","No","Electronic check",102,6529.25,"No"
"9170-CCKOU","Male",17,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","No","No","Month-to-month","No","Credit card (automatic)",90.2,1454.15,"No"
"1043-YCUTE","Male",56,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Credit card (automatic)",25.15,1327.15,"No"
"3814-MLAXC","Female",31,"Yes","Yes","Fiber optic","No","No","No","Yes","No","No","Month-to-month","Yes","Credit card (automatic)",79.85,2404.15,"No"
"1226-UDFZR","Female",2,"Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Mailed check",49.6,114.7,"No"
"6425-YQLLO","Female",66,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","One year","Yes","Credit card (automatic)",105.95,6975.25,"No"
"5442-UTCVD","Male",3,"Yes","Yes","Fiber optic","No","No","Yes","No","No","Yes","Month-to-month","No","Electronic check",91.85,257.05,"No"
"7734-DBOAI","Female",1,"No","No phone service","DSL","No","No","No","Yes","Yes","No","Month-to-month","No","Electronic check",40.1,40.1,"No"
"2091-RFFBA","Female",31,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",73.9,2217.15,"No"
"2114-MGINA","Female",14,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Mailed check",89.8,1129.1,"No"
"4489-SNOJF","Female",35,"Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","No","Month-to-month","No","Electronic check",72.25,2568.55,"No"
"2192-OZITF","Female",45,"Yes","Yes","DSL","Yes","No","No","Yes","No","Yes","Two year","No","Mailed check",73.55,3349.1,"Yes"
"2931-SVLTV","Male",40,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",110.1,4469.1,"Yes"
"6899-PPEEA","Female",37,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",96.55,3580.3,"No"
"2187-LZGPL","Female",7,"No","No phone service","DSL","No","Yes","No","No","No","Yes","Month-to-month","Yes","Credit card (automatic)",40.1,293.3,"No"
"4597-NUCQV","Male",24,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",101.25,2440.15,"No"
"9019-QVLZD","Female",1,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","No","Electronic check",79.55,79.55,"No"
"3707-LRWZD","Female",32,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","One year","No","Electronic check",84.05,2781.85,"No"
"1455-ESIQH","Male",1,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",89.1,89.1,"No"
"2979-SXESE","Female",17,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","No","Month-to-month","No","Electronic check",94.4,1607.2,"No"
"4013-TLDHQ","Male",19,"Yes","No","Fiber optic","No","Yes","Yes","No","No","No","Month-to-month","Yes","Electronic check",78.25,1490.95,"No"
"3754-DXMRT","Male",2,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",44.15,92.65,"No"
"7130-VTEWQ","Female",8,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",75.75,606.25,"No"
"6121-VZNQB","Female",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",19.1,19.1,"No"
"7903-CMPEY","Male",1,"Yes","Yes","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Electronic check",80.3,80.3,"No"
"0595-ITUDF","Male",64,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","No","No","Month-to-month","Yes","Electronic check",91.8,5960.5,"Yes"
"6996-KNSML","Female",1,"Yes","No","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Electronic check",74.9,74.9,"No"
"4737-HOBAX","Male",63,"Yes","Yes","DSL","No","No","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",79.8,5034.05,"Yes"
"1704-NRWYE","Female",9,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",80.85,751.65,"No"
"2592-SEIFQ","Male",3,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check",24.75,66.95,"No"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7481-ATQQS","Female",49,"Yes","Yes","Fiber optic","No","No","Yes","No","No","Yes","Month-to-month","Yes","Credit card (automatic)",90.85,4515.85,"No"
"8642-GVWRF","Female",2,"Yes","No","Fiber optic","No","Yes","Yes","No","No","No","Month-to-month","No","Bank transfer (automatic)",79.7,165,"No"
"3400-ESFUW","Male",55,"Yes","No","DSL","Yes","Yes","No","Yes","No","No","Two year","No","Bank transfer (automatic)",57.55,3046.4,"No"
"2057-ZBLPD","Female",21,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",86.5,1808.7,"No"
"5502-RLUYV","Female",69,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",103.95,7446.9,"No"
"0023-HGHWL","Male",1,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",25.1,25.1,"No"
"9039-RBEEE","Male",39,"No","No phone service","DSL","Yes","Yes","No","Yes","Yes","No","Month-to-month","Yes","Credit card (automatic)",48.95,1880.85,"No"
"8417-FMLZI","Male",6,"Yes","No","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","Yes","Credit card (automatic)",83.55,477.55,"No"
"1792-UXAFY","Female",17,"Yes","No","Fiber optic","No","Yes","Yes","No","Yes","No","Month-to-month","Yes","Electronic check",89.15,1496.9,"No"
"0515-YPMCW","Male",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",70.45,70.45,"No"
"0378-XSZPU","Male",58,"Yes","No","DSL","Yes","Yes","Yes","No","No","No","One year","No","Credit card (automatic)",60.3,3563.8,"No"
"4729-XKASR","Male",1,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check",24.75,24.75,"No"
"5449-FIBXJ","Male",19,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Month-to-month","No","Electronic check",103.3,2012.7,"No"
"9837-BMCLM","Male",3,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",78.5,242.05,"No"
"0137-UDEUO","Female",3,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.85,63.75,"No"
"6161-UUUTA","Male",3,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",79.9,260.9,"No"
"6543-XRMYR","Female",30,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",99.7,2967.35,"No"
"4925-LMHOK","Male",15,"Yes","Yes","DSL","No","Yes","No","Yes","No","No","Month-to-month","Yes","Credit card (automatic)",58.6,939.7,"No"
"1455-UGQVH","Male",10,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",98.5,1037.75,"No"
"8280-MQRQN","Female",1,"Yes","No","DSL","No","No","Yes","No","No","No","Month-to-month","Yes","Mailed check",50.45,50.45,"No"
"2037-SGXHH","Male",38,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","No","Month-to-month","Yes","Electronic check",94.65,3624.3,"No"
"3178-FESZO","Female",1,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",100.25,100.25,"No"
"6087-MVHJH","Female",16,"Yes","Yes","Fiber optic","No","No","Yes","No","No","Yes","Month-to-month","Yes","Electronic check",88.45,1422.1,"No"
"4603-JANFB","Male",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.85,69.85,"No"
"3018-TFTSU","Male",12,"Yes","No","Fiber optic","Yes","No","Yes","No","No","No","Month-to-month","No","Bank transfer (automatic)",81.7,858.6,"No"
"4806-KEXQR","Male",4,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",79.9,324.3,"No"
"7083-YNSKY","Female",15,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Credit card (automatic)",25.4,399.6,"No"
"2479-BRAMR","Male",41,"Yes","Yes","Fiber optic","Yes","No","Yes","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",83.75,3273.55,"No"
"7434-SHXLS","Female",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.9,20.9,"No"
"7908-QCBCA","Female",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",69.4,69.4,"No"
"6711-FLDFB","Female",7,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",74.9,541.15,"No"
"3714-JTVOV","Female",42,"Yes","No","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",74.15,3229.4,"No"
"4702-IOQDC","Female",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70.1,70.1,"No"
"9489-JMTTN","Female",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",89.75,6595.9,"Yes"
"6178-KFNHS","Female",12,"Yes","Yes","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Electronic check",78.3,909.25,"No"
"1264-BYWMS","Male",55,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",96.8,5283.95,"No"
"9658-WYUFB","Female",17,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","No","Month-to-month","Yes","Electronic check",94.4,1617.5,"No"
"2013-SGDXK","Female",1,"Yes","No","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","No","Electronic check",84.3,84.3,"No"
"8580-QVLOC","Female",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",92.45,6440.25,"No"
"2012-NWRPA","Female",11,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",99.55,1131.2,"No"
"8808-ELEHO","Male",8,"Yes","Yes","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Electronic check",81.25,585.95,"No"
"3506-LCJDC","Male",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Bank transfer (automatic)",19.95,19.95,"No"
"3934-HXCFZ","Male",23,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","No","Month-to-month","Yes","Electronic check",99.25,2186.4,"No"
"7666-WKRON","Female",39,"Yes","No","Fiber optic","No","No","Yes","Yes","No","No","Two year","Yes","Electronic check",80.45,3201.55,"No"
"4910-AQFFX","Male",9,"Yes","Yes","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",79.35,661.25,"No"
"2154-KVJFF","Female",15,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",79.75,1111.85,"No"
"9647-ERGBE","Female",30,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",100.05,3046.15,"No"
"3428-XZMAZ","Male",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.35,69.35,"No"
"0378-TOVMS","Female",3,"Yes","No","Fiber optic","No","No","No","Yes","No","Yes","Month-to-month","No","Electronic check",85.8,272.2,"No"
"4355-HBJHH","Male",67,"Yes","Yes","DSL","Yes","No","Yes","No","Yes","Yes","Two year","Yes","Electronic check",79.7,5293.4,"No"
"9058-CBREO","Female",1,"Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",50.55,50.55,"No"
"0318-QUUOB","Male",1,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",80.55,80.55,"No"
"5520-FVEWJ","Female",12,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","No","Month-to-month","Yes","Electronic check",84.5,916.9,"No"
"5572-ZDXHY","Female",22,"Yes","No","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","Yes","Mailed check",84.3,1855.65,"No"
"3750-CKVKH","Male",2,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",67.75,116.65,"No"
"8063-GBATB","Female",27,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",85.25,2287.25,"No"
"4547-KQRTM","Female",10,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",80.05,830.7,"No"
"4877-EVATK","Male",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20,20,"No"
"7639-SUPCW","Female",22,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",48.8,1054.6,"No"
